ReadName	Type	RefName	DelLength	DelLeft	DelRight	ReadLength	LeftLen	RightLen	Overlap	Orientation	Strand	1stOccurrence?
M01715:133:000000000-AF5JT:1:1107:9788:21730	Deletion	68S	706	1899	2604	151	111	43	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:25222:12323	Deletion	68L	35	418	452	151	113	47	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2115:18632:14772	Deletion	68S	961	693	1653	151	103	50	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:9248:2504	Deletion	68L	75	183	257	151	106	46	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1118:19593:17827	Deletion	68S	102	2501	2602	151	89	66	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1116:14828:5749	Deletion	68S	412	2655	3066	151	112	42	3	correct	reverse	0
M01715:133:000000000-AF5JT:1:2117:21960:7937	Deletion	68S	587	2482	3068	151	84	69	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2103:20450:11221	Deletion	68L	35	418	452	151	126	34	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1114:16994:2561	Deletion	68S	270	2799	3068	148	101	51	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:26766:20295	Deletion	68S	270	2799	3068	151	123	32	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1108:9814:10832	Deletion	68S	1812	591	2402	151	94	62	5	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:3222:19384	Deletion	68S	270	2799	3068	151	97	58	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2103:8916:13999	Deletion	68L	71	1574	1644	151	115	38	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:17456:14005	Deletion	68S	270	2799	3068	151	118	37	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2111:14088:21206	Deletion	68S	270	2799	3068	151	92	63	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2108:6449:19123	Deletion	68S	310	592	901	151	100	55	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:11546:24280	Deletion	68S	102	2501	2602	151	77	78	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1116:3974:10489	Deletion	68S	278	2799	3076	151	113	45	7	correct	forward	0
M01715:133:000000000-AF5JT:1:1111:21658:21313	Deletion	68S	177	2501	2677	151	95	63	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:10405:22016	Deletion	68S	270	2799	3068	151	116	39	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2111:28842:9938	Deletion	68S	460	202	661	151	109	42	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:21328:15169	Deletion	68S	270	2799	3068	151	108	46	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:10324:19595	Deletion	68S	74	1582	1655	151	85	68	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:16562:2257	Deletion	68L	336	1568	1903	151	93	61	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:14638:2161	Deletion	68S	270	2799	3068	151	81	74	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2105:14774:15384	Deletion	68S	152	2868	3019	109	55	59	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:20295:9487	Deletion	68L	222	329	550	151	91	61	1	correct	reverse	0
M01715:133:000000000-AF5JT:1:2112:12972:7339	Deletion	68L	6296	607	6902	151	98	57	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:9034:7585	Deletion	68S	270	2799	3068	151	102	53	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2110:26309:13257	Deletion	68S	530	438	967	151	112	40	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:8004:9292	Deletion	68S	1293	1560	2852	151	118	37	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:24703:10769	Deletion	68L	6254	444	6697	151	115	36	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:8182:24571	Deletion	68L	35	418	452	151	120	40	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:2117:21846:10677	Deletion	68S	56	2304	2359	147	116	37	6	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:7779:11527	Deletion	68S	2374	77	2450	111	71	45	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:4942:19964	Deletion	68L	5543	1191	6733	151	77	74	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1117:26906:12853	Deletion	68S	177	2889	3065	151	102	52	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:15888:19202	Deletion	68S	408	2660	3067	151	114	38	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:13079:2310	Deletion	68L	5831	1062	6892	151	105	49	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:25617:22782	Deletion	68L	4068	886	4953	151	115	37	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:13268:19585	Deletion	68S	270	2799	3068	151	123	32	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1112:9944:11830	Deletion	68L	35	418	452	109	80	38	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:22096:15756	Deletion	68S	350	2729	3078	151	118	35	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1119:24277:13956	Deletion	68S	557	679	1235	139	70	69	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:24551:5581	Deletion	68L	50	2241	2290	151	111	40	0	correct	forward	0
M01715:133:000000000-AF5JT:1:2102:16105:22285	Deletion	68S	116	790	905	151	123	30	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2119:19765:2627	Deletion	68S	695	75	769	109	69	46	6	correct	forward	0
M01715:133:000000000-AF5JT:1:2102:9311:3646	Deletion	68S	72	1584	1655	151	103	50	2	correct	forward	0
M01715:133:000000000-AF5JT:1:1113:17676:2039	Deletion	68L	5298	354	5651	151	95	58	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1115:10512:21165	Deletion	68S	270	2799	3068	151	104	51	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2103:14101:23931	Deletion	68S	270	2799	3068	151	105	50	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2115:27825:12625	Deletion	68L	5696	513	6208	151	83	69	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:3552:19877	Deletion	68L	35	418	452	109	80	38	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1108:26142:9330	Deletion	68L	5460	1147	6606	151	101	51	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:20338:22107	Deletion	68S	166	1922	2087	151	111	47	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:15711:7516	Deletion	68S	112	2662	2773	151	125	36	10	correct	reverse	1
M01715:133:000000000-AF5JT:1:1105:12013:18604	Deletion	68L	6667	316	6982	151	88	65	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2105:13427:17695	Deletion	68S	1812	591	2402	151	120	36	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:23756:23255	Deletion	68S	695	75	769	109	68	47	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:12261:16054	Deletion	68S	314	2744	3057	151	93	58	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:8788:19754	Deletion	68S	366	2754	3119	151	79	74	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:4448:19450	Deletion	68L	222	329	550	151	102	50	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1105:22364:8895	Deletion	68S	97	282	378	151	84	74	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:4834:5767	Deletion	68S	587	2482	3068	151	109	44	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:15541:19740	Deletion	68L	5992	818	6809	151	95	56	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2116:14361:14259	Deletion	68S	596	1990	2585	151	115	42	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:10538:6383	Deletion	68S	1569	589	2169	151	119	38	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1119:11706:4066	Deletion	68S	412	2655	3066	151	114	40	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2119:2372:11510	Deletion	68L	35	418	452	109	87	31	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:7889:1880	Deletion	68S	695	75	769	110	69	47	6	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:24682:16591	Deletion	68S	270	2799	3068	147	108	43	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1105:4112:7805	Deletion	68L	6001	443	6443	151	119	33	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1117:2559:12541	Deletion	68S	140	2752	2891	148	90	61	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:7133:8543	Deletion	68S	270	2799	3068	151	123	32	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1117:9493:3268	Deletion	68S	474	745	1218	151	90	68	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:7888:10652	Deletion	68L	4672	276	4947	151	116	39	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1114:11656:11299	Deletion	68S	412	2655	3066	151	84	70	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1112:28945:12618	Deletion	68S	270	2799	3068	151	124	31	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1109:4514:20693	Deletion	68S	566	2511	3076	151	92	63	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:10119:2702	Deletion	68L	61	2260	2320	151	119	33	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:17850:17875	Deletion	68L	5460	1147	6606	151	88	64	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2102:10461:2802	Deletion	68S	362	680	1041	151	91	60	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2119:5013:12517	Deletion	68S	350	2729	3078	148	98	52	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2101:28382:14542	Deletion	68S	299	1893	2191	151	118	34	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:13899:11735	Deletion	68S	114	2791	2904	151	121	38	8	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:9830:23658	Deletion	68S	270	2799	3068	151	123	32	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1107:25967:9054	Deletion	68L	604	1745	2348	151	95	65	9	correct	reverse	1
M01715:133:000000000-AF5JT:1:1108:6857:19443	Deletion	68S	630	2622	3251	151	117	39	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:22706:13053	Deletion	68S	270	2799	3068	151	111	43	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2112:14136:11597	Deletion	68S	961	693	1653	151	91	62	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2118:7346:6307	Deletion	68L	5867	979	6845	151	108	44	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1103:14502:24262	Deletion	68S	130	2489	2618	151	82	68	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2105:14192:17711	Deletion	68S	260	2806	3065	151	103	49	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:17661:2472	Deletion	68S	270	2799	3068	151	94	61	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2110:16933:3849	Deletion	68S	270	2799	3068	151	83	72	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2107:16792:14457	Deletion	68L	120	349	468	151	90	65	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1115:18020:13735	Deletion	68L	215	1709	1923	151	88	70	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:22877:11046	Deletion	68L	5460	1147	6606	151	79	73	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:4071:18709	Deletion	68S	270	2799	3068	151	81	74	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1106:19916:14691	Deletion	68S	270	2799	3068	151	122	33	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:10700:3518	Deletion	68S	129	1571	1699	151	106	48	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1113:2236:11085	Deletion	68L	6433	249	6681	151	117	34	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1119:27023:6013	Deletion	68L	6896	119	7014	151	77	74	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:4220:20017	Deletion	68L	71	1574	1644	151	123	30	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:10004:22080	Deletion	68L	35	418	452	151	126	34	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1110:17423:18109	Deletion	68S	315	1022	1336	151	115	43	7	correct	forward	1
M01715:133:000000000-AF5JT:1:1111:3545:7912	Deletion	68S	270	2799	3068	151	90	60	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:6742:8419	Deletion	68S	81	1575	1655	151	85	69	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:24507:11633	Deletion	68S	270	2799	3068	151	119	36	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2113:16411:17200	Deletion	68S	270	2799	3068	151	82	73	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:5278:17928	Deletion	68S	280	2741	3076	151	127	31	7	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:5909:7267	Deletion	68L	2506	468	2973	105	72	33	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:2369:12653	Deletion	68S	270	2799	3068	151	115	40	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2105:8596:10201	Deletion	68S	270	2799	3068	151	119	35	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:23334:7194	Deletion	68L	36	418	485	151	124	36	9	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:24116:12767	Deletion	68L	6541	420	6960	151	100	53	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:13820:11048	Deletion	68S	376	2228	2603	151	87	63	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:25631:14220	Deletion	68L	6369	242	6643	151	84	68	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:1103:10110:15407	Deletion	68S	94	2194	2287	151	98	53	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:28110:17623	Deletion	68L	337	1571	1907	151	115	39	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:13271:23167	Deletion	68S	65	2788	2852	151	123	32	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:3589:7071	Deletion	68S	1391	684	2074	151	94	62	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:19898:6914	Deletion	68S	114	2791	2904	151	122	37	8	correct	reverse	1
M01715:133:000000000-AF5JT:1:1113:21407:19412	Deletion	68L	35	418	452	109	79	39	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:25209:5921	Deletion	68S	81	1575	1655	151	97	57	3	correct	forward	0
M01715:133:000000000-AF5JT:1:1112:12059:21349	Deletion	68S	270	2799	3068	151	121	34	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2109:11439:13665	Deletion	68S	136	2913	3048	151	98	60	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:1104:14200:7387	Deletion	68S	270	2799	3068	151	116	39	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1105:25029:16206	Deletion	68L	5351	701	6051	151	116	38	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1116:9609:21526	Deletion	68S	270	2799	3068	151	114	41	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1103:22246:13483	Deletion	68S	412	2655	3066	151	123	31	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:12766:13187	Deletion	68S	10	2764	2773	151	85	76	10	correct	reverse	1
M01715:133:000000000-AF5JT:1:2109:10059:23601	Deletion	68S	270	2799	3068	151	116	39	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2109:19136:10406	Deletion	68S	340	277	616	151	89	70	8	correct	reverse	1
M01715:133:000000000-AF5JT:1:1106:26416:8417	Deletion	68L	54	399	452	151	96	57	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2102:5011:15453	Deletion	68L	5264	446	5709	109	75	37	3	correct	forward	0
M01715:133:000000000-AF5JT:1:2119:18906:15989	Deletion	68S	1460	825	2284	151	103	52	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:26506:8353	Deletion	68L	6433	249	6681	151	94	58	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:3677:6062	Deletion	68S	270	2799	3068	151	103	52	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2103:4532:19823	Deletion	68S	270	2799	3068	151	95	60	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2115:9313:15091	Deletion	68S	270	2799	3068	151	104	51	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1115:15599:9941	Deletion	68S	202	1558	1759	107	75	35	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:14634:3873	Deletion	68S	270	2799	3068	151	110	45	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1116:26191:11788	Deletion	68S	914	50	963	108	69	43	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:15281:8559	Deletion	68L	6364	314	6677	151	101	51	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:8899:2388	Deletion	68S	116	790	905	151	74	79	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:8885:23172	Deletion	68L	4213	711	4923	151	92	59	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1102:7763:1920	Deletion	68L	5460	1147	6606	151	112	40	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2110:25098:18193	Deletion	68S	103	790	892	151	95	59	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:9092:17055	Deletion	68S	72	1584	1655	151	122	31	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1119:2363:10909	Deletion	68S	694	2398	3091	151	93	74	16	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:18097:9806	Deletion	68S	270	2799	3068	148	108	44	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1105:20749:14701	Deletion	68S	259	2808	3066	151	91	65	5	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:7325:24068	Deletion	68S	412	2655	3066	151	98	56	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:7604:8279	Deletion	68S	270	2799	3068	151	88	67	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1113:13115:2345	Deletion	68S	2887	463	3349	151	100	53	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:12503:14333	Deletion	68L	3371	1914	5284	151	82	71	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1103:26212:17508	Deletion	68S	577	2320	2896	142	92	57	7	correct	reverse	1
M01715:133:000000000-AF5JT:1:2102:14691:15300	Deletion	68L	54	399	452	151	117	36	2	correct	forward	1
M01715:133:000000000-AF5JT:1:1107:14365:1914	Deletion	68S	99	1568	1666	151	100	56	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2117:19027:19810	Deletion	68S	270	2799	3068	151	80	75	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1102:14035:10130	Deletion	68S	577	2320	2896	151	99	59	7	correct	reverse	0
M01715:133:000000000-AF5JT:1:2101:23639:9656	Deletion	68S	270	2799	3068	151	85	70	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2101:12533:7045	Deletion	68L	5298	354	5651	151	95	58	2	correct	forward	0
M01715:133:000000000-AF5JT:1:2106:8448:6673	Deletion	68S	147	755	901	151	79	75	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:5964:7103	Deletion	68L	126	1779	1904	151	90	65	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:10169:2374	Deletion	68S	132	2472	2603	151	120	34	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2106:11383:10978	Deletion	68L	332	1573	1904	151	82	68	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:24878:7340	Deletion	68S	270	2799	3068	151	114	41	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1113:4276:14983	Deletion	68S	102	2501	2602	151	94	61	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:18387:16331	Deletion	68S	259	2808	3066	151	120	36	5	correct	forward	1
M01715:133:000000000-AF5JT:1:2108:16869:12454	Deletion	68S	312	2723	3034	151	97	60	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:1117:26648:21124	Deletion	68S	961	693	1653	151	95	58	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:17969:11868	Deletion	68S	675	980	1654	151	124	31	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:2118:7339:15288	Deletion	68L	6470	353	6822	151	120	31	0	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:21756:13473	Deletion	68S	340	277	616	151	83	76	8	correct	forward	1
M01715:133:000000000-AF5JT:1:2114:10217:5006	Deletion	68S	63	2438	2500	151	111	44	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1110:15586:20645	Deletion	68S	74	1582	1655	151	122	31	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2106:8318:4756	Deletion	68S	316	2751	3066	151	105	48	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:16856:10215	Deletion	68S	111	2662	2773	108	74	45	11	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:12817:2502	Deletion	68S	111	1571	1681	151	91	64	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1118:10389:21051	Deletion	68L	35	418	452	109	80	38	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1106:4113:16108	Deletion	68L	6540	168	6707	151	109	46	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1115:15812:24270	Deletion	68L	64	393	456	109	57	51	0	correct	forward	0
M01715:133:000000000-AF5JT:1:1105:2868:15911	Deletion	68L	3958	62	4019	109	60	57	8	correct	forward	1
M01715:133:000000000-AF5JT:1:2109:6849:8880	Deletion	68S	577	2490	3066	151	109	45	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2118:18978:5021	Deletion	68S	314	2744	3057	151	116	35	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1101:16764:17250	Deletion	68L	51	395	445	142	83	59	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2105:6156:3267	Deletion	68L	709	1203	1911	109	69	43	3	correct	forward	0
M01715:133:000000000-AF5JT:1:2102:7785:16628	Deletion	68S	270	2799	3068	151	100	55	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1107:9464:12041	Deletion	68S	412	2655	3066	151	118	36	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:22341:16201	Deletion	68S	270	2799	3068	151	96	59	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2109:14693:2725	Deletion	68L	5460	1147	6606	151	94	58	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:8691:2503	Deletion	68S	270	2799	3068	151	116	39	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:2101:21382:3110	Deletion	68L	6073	750	6822	151	93	58	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:1114:10582:5578	Deletion	68L	5540	526	6065	151	85	66	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1115:10446:18851	Deletion	68L	235	3187	3421	151	96	56	1	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:27572:9201	Deletion	68S	2653	443	3095	151	80	73	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:1112:10739:12685	Deletion	68S	270	2799	3068	151	105	50	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1106:28226:16267	Deletion	68L	74	397	470	151	104	51	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1119:24872:9638	Deletion	68L	35	418	452	109	78	40	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1109:23399:8963	Deletion	68L	35	418	452	109	78	40	9	correct	forward	0
M01715:133:000000000-AF5JT:1:1119:8939:21600	Deletion	68S	418	664	1081	151	91	63	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2119:6527:15011	Deletion	68S	279	2755	3033	151	123	31	3	correct	forward	1
M01715:133:000000000-AF5JT:1:1103:18042:5045	Deletion	68S	270	2799	3068	151	108	47	4	correct	reverse	0
M01715:133:000000000-AF5JT:1:1102:4990:6358	Deletion	68S	362	680	1041	151	86	65	0	correct	reverse	1
M01715:133:000000000-AF5JT:1:2108:16772:18773	Deletion	68L	6470	353	6822	151	95	56	0	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:18167:18460	Deletion	68S	310	592	901	151	115	40	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2105:15631:6131	Deletion	68L	51	395	445	110	56	55	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:5161:15226	Deletion	68S	226	2613	2868	151	84	71	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2113:11662:9303	Deletion	68L	84	678	761	151	85	72	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1106:7538:19056	Deletion	68L	5460	1147	6606	151	90	62	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1105:7493:10372	Deletion	68S	412	2655	3066	151	84	70	3	correct	reverse	0
M01715:133:000000000-AF5JT:1:2118:16992:22816	Deletion	68S	270	2799	3068	151	89	66	4	correct	reverse	1
M01715:133:000000000-AF5JT:1:1110:21010:3116	Deletion	68S	274	287	560	151	85	68	2	correct	reverse	1
M01715:133:000000000-AF5JT:1:2111:17783:5712	Deletion	68S	1677	681	2357	151	106	51	6	correct	forward	1
M01715:133:000000000-AF5JT:1:1113:13376:3704	Deletion	68S	270	2799	3068	151	94	61	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2111:5245:9608	Deletion	68L	35	418	452	151	120	40	9	correct	reverse	0
M01715:133:000000000-AF5JT:1:1108:20208:10282	Deletion	68S	412	2655	3066	151	81	73	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2104:23492:23870	Deletion	68S	1846	496	2341	134	99	41	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:2116:20432:8042	Deletion	68S	375	2231	2605	151	91	66	6	correct	reverse	1
M01715:133:000000000-AF5JT:1:1111:25602:10232	Deletion	68S	819	843	1661	151	88	64	1	correct	forward	1
M01715:133:000000000-AF5JT:1:1110:10963:24538	Deletion	68S	270	2799	3068	151	91	64	4	correct	forward	0
M01715:133:000000000-AF5JT:1:2116:26011:13695	Deletion	68S	270	2799	3068	148	110	42	4	correct	forward	1
M01715:133:000000000-AF5JT:1:1104:22100:24830	Deletion	68L	158	2195	2352	151	121	32	2	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:9987:10841	Deletion	68S	270	2799	3068	151	84	71	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1105:25186:13238	Deletion	68S	81	1575	1655	151	107	47	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2104:17298:24729	Deletion	68L	6349	121	6469	151	97	57	3	correct	reverse	1
M01715:133:000000000-AF5JT:1:2101:8941:2630	Deletion	68L	35	418	452	85	57	37	9	correct	forward	1
M01715:133:000000000-AF5JT:1:2103:22364:13081	Deletion	68L	4664	2296	6959	151	98	54	1	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:11225:12338	Deletion	68L	4248	1829	6076	151	121	34	4	correct	forward	1
M01715:133:000000000-AF5JT:1:2111:6701:3041	Deletion	68S	270	2799	3068	151	117	38	4	correct	forward	0
M01715:133:000000000-AF5JT:1:1101:26973:20432	Deletion	68L	1862	3986	5847	109	79	41	11	correct	forward	1
M01715:133:000000000-AF5JT:1:2107:20417:21254	Deletion	68S	119	2736	2854	151	96	58	3	correct	forward	1
M01715:133:000000000-AF5JT:1:2113:22801:20532	Deletion	68S	408	2660	3067	151	110	42	2	correct	forward	1
